5.754973992967609142e-01,5.950969837558182096e-01,-4.720787255997180298e-01,-6.450548630061249122e-01,8.703784507371578050e-01,4.683692314527152512e-01,-1.272069664424264057e-01,-1.415279012400155079e+00,5.276487805033664574e-02,-4.044363858377107990e-01,7.469074387414503802e-01,-9.371438582293768749e-02,-1.740835000899417651e+02
-9.262556980639834459e-01,-3.577727883299229639e+00,-1.173256533187604610e-02,6.582414140804486724e-01,2.457759021830936141e-01,4.695378483104336031e-01,-1.006984358649118394e-01,7.244566528635272562e-02,-4.985582883185183944e-01,-4.878684406619522296e-01,-8.937172259210796055e-01,6.922732190089609938e-01,1.781557907976846167e+01
-1.135690643491419793e+00,-8.138756984085625257e-02,-8.016369665838269931e-01,1.325085948491072640e+00,1.370721227865225877e+00,1.562158730834444009e+00,1.698503606148545619e-01,-8.469857239589858589e-01,-1.170724467939174618e+00,9.676745242899070787e-01,-8.338326438069352253e-01,6.122852721805711190e-02,-2.008799484805857816e+01
-1.334810043931168089e+00,-6.642783000556150563e-01,1.251249282882399338e+00,-8.137356440523743073e-01,3.193795829995675906e-01,3.155685198679949455e-01,-9.548439432698854201e-01,-7.665811623316788614e-02,6.014694132413964667e-01,-1.345990050909318114e+00,7.022526615690817264e-01,-8.317938662391617388e-01,-2.369632969042527861e+02
3.266683736066708921e-01,-3.321892304163916454e-01,1.020704713913702211e+00,-1.004629563089887601e+00,7.414829440697505714e-01,9.235872547983831060e-02,5.403805596890434160e-01,5.795060713782681505e-01,-1.888841056648030037e+00,1.188237956664487172e+00,-1.326613636016795938e+00,-1.355428436822923466e+00,1.341302830340633179e+01
-5.021158871107832544e-01,-8.579112189597541960e-01,-5.931329865219057140e-01,7.955992224029741211e-02,8.454912311715075957e-01,-2.618498482117079806e+00,7.795612175503642272e-01,-2.586251100617682486e-01,1.017984067758963329e+00,4.498175970475023489e-01,9.664584158139938319e-01,2.533282464762939501e+00,3.195378239668492597e+02
5.906200834252046672e-01,-5.123404057264169253e-01,5.730902229424377214e-01,1.538988155805175229e+00,-1.859230274721333787e-01,-1.723826426641894005e-01,-1.338860929695780078e+00,3.953202146052519073e-01,4.991229723762523052e-01,-1.185725854873768137e-01,2.428305305823394100e+00,1.371978269165908149e+00,4.586486491007138255e+01
-8.230527065569986922e-01,-1.115734434678413711e+00,4.180474047906428958e-01,-3.701422462602304564e-01,-6.254096375142744746e-01,-7.433106231345413262e-01,-1.675199032518069453e+00,-2.001983046928866583e-02,-5.802508413839724960e-02,-2.160660758177436414e+00,-6.325993744630619142e-01,3.913213573320061811e-01,-2.852071777642796633e+02
-5.670877370711768783e-01,-2.896465125896408588e-01,-1.063475422028706596e+00,2.609374085753860539e-01,1.080540729934131861e+00,8.941039743429922693e-01,6.750122791199952843e-01,-1.200988169083910262e-01,6.151069216124530614e-01,-6.649541502686132088e-02,2.544368694596026437e-01,1.121318984605579328e+00,1.508520421660102784e+02
8.240191216919047212e-01,-5.236083974227758731e-01,1.417241639607722758e+00,7.304116497913661077e-02,-9.597806453674001537e-02,-3.186570038353847556e-01,-1.216733167955092787e+00,-2.147458173936385439e-01,-1.993618866025182457e-01,1.522249624747605834e+00,9.259213041852530912e-01,4.795837750755456153e-01,3.133983232018787746e+01
1.336659698810034325e+00,4.417643425159810122e-01,-1.217296554508384032e+00,1.007466564585300928e+00,-4.147138624569356447e-01,6.275159555490218422e-01,7.202134770856549739e-02,1.335468632557643698e+00,4.953282287989015931e-01,-2.671731367402794821e-01,-1.025476460169980342e-01,4.050190142927190817e-01,1.356004546372602988e+02
-9.239935544010017265e-01,-7.603143380772453552e-01,1.013733319787228471e+00,1.153684216737691920e-01,2.136868000329848749e-01,1.735405962146577830e-01,-3.708491213346407078e-01,-9.229288217657373172e-01,-1.984616634960520765e+00,1.923944007649001919e-02,-7.476550936244055201e-01,-4.642505134386225030e-01,-2.194681583892252377e+02
3.027952842176577786e-01,-1.269213154820826972e+00,5.358141848798217977e-01,1.024638267653431356e+00,1.045848261675759838e+00,-1.310271206383651466e+00,8.967825841899319528e-01,2.791549494022705913e-01,-2.630262323021595461e-01,7.539843353561109796e-01,-4.021676786317560787e-02,-1.582254206143998143e+00,2.083645437659157551e+00
-4.045109872379762384e-01,7.224570534956369361e-01,1.662196716334660429e-01,2.514501631901122636e-01,-1.565784459129115014e+00,-1.131753357154378969e+00,-1.087748940422923472e+00,-1.959894016389918781e+00,-1.405996839110754459e+00,3.244174595835323527e-01,1.052723091718203552e+00,-1.919252107148622599e+00,-4.484507359614598272e+02
-2.652689848828356789e-01,1.248952180721384642e-01,-1.722152737237293840e-01,-1.198421957784918002e+00,3.871534813788413687e-01,-8.576559589718487642e-01,2.416851369356344537e-01,1.146114390877465139e+00,1.229136980708934956e+00,1.149494544436749921e+00,-3.440729766720077576e-01,-9.676843262711217752e-01,1.697134967739422677e+02
