1.187931226958118369e+00,3.887325557437549151e+00,3.023668416981933671e+00,1.125926151467025349e+00,-2.580072045756492294e+00,2.489577422049751299e+00
5.020086403707538558e+00,7.312533109661631947e+00,9.450646651221880745e+00,5.227720443081858903e+00,4.553615037874532145e-01,5.509881461820960169e+00
2.068313932143499123e+00,9.229126481380813374e+00,-8.513176350350590837e+00,-7.240322488609692186e+00,-1.006557095774413391e+01,5.590090898115740004e+00
-4.129945846359179829e-01,7.648458889111882542e+00,1.043088679431023635e+01,-2.352234915636441936e+00,7.052870745135671804e+00,1.416143264933487966e+00
1.050465004076277964e+00,8.043894048756801141e+00,-8.721934438019852465e+00,-8.419852800874499721e+00,-1.048794016937896423e+01,6.299582228966248643e+00
3.295316674794936951e-01,5.292293516257431385e+00,1.088965994817789440e+00,5.225234667716236459e-01,-1.225364218759956270e+00,2.812958147119925201e+00
9.413919243324235797e-01,9.438955552367941593e+00,-9.445644927129407620e+00,-8.294459455256943059e+00,-9.332957792117161588e+00,6.447487212213250274e+00
-1.326490136845615897e+00,8.276291178753597322e+00,1.012404949115301278e+01,-2.128983179579471585e+00,6.391472459237063752e+00,8.236364400865159308e-01
-1.997108096357359308e+00,7.815161865842497058e+00,8.824859360394274432e+00,-2.278450688841055172e+00,5.465579017848295251e+00,7.080365830199997212e-01
5.394534747946280184e+00,6.311384738761116608e+00,1.066650046773174765e+01,6.285149819687188888e+00,-3.116141441362589859e-01,5.668072287103512963e+00
1.821081228162985788e+00,5.879470914169468543e+00,1.085551896946176598e+00,8.670094720188581405e-01,-1.171028600690137367e+00,2.819469615870668466e+00
1.325910012646415392e+00,8.562942831172380309e+00,-7.414807949710800372e+00,-8.159197750139131955e+00,-9.413516177399118945e+00,5.770177174457931102e+00
-1.242602533760800654e+00,8.855862330551781625e+00,8.362944206332366903e+00,-1.000788295654674531e+00,5.298396714235075855e+00,5.705180569644171529e-01
2.022947745793159946e+00,4.095468589281491489e+00,1.532987713844643274e+00,1.123374389530039652e+00,-2.512692028162560653e+00,3.020112648230520946e+00
-1.776831667454407349e+00,8.482845177964964734e+00,9.066896201263203281e+00,-1.644700407720252722e+00,6.308062231840998457e+00,2.306572097046613590e-01
6.091416802784779705e+00,6.770494948115246103e+00,1.026818475577206513e+01,5.820002517733262160e+00,-1.119033023075082678e+00,5.787564097787491590e+00
1.312742024823438935e+00,6.405973634204542577e+00,1.949377030054184390e+00,3.905869860990659470e-01,-1.499751188800187318e+00,2.834009231927927086e+00
5.360617095984155256e+00,7.048563868833573665e+00,1.004915325171910823e+01,5.107153175705851034e+00,-5.463896997773014519e-01,4.724939583989598901e+00
1.193687566252171317e+00,7.175206131069694848e+00,-7.929537781624739878e+00,-8.123608504708691669e+00,-8.846223685306828344e+00,5.703345245151288267e+00
-2.142513008537614727e+00,6.389231670039389854e+00,8.296648045288934625e+00,-2.602144091700373973e+00,4.460021120699614094e+00,8.493862778257214030e-01
4.486803029622450367e+00,8.229894852919393600e+00,8.985204146538702474e+00,6.440325149746400690e+00,-1.169969124132429705e+00,5.717012228919473138e+00
7.690152235358819199e-01,8.371090970625516547e+00,-8.191217165367008946e+00,-8.505877611337552935e+00,-8.923527873629554463e+00,7.061702957110582268e+00
-1.096814623412875500e+00,6.484217514502091717e+00,8.941229160134380294e+00,-2.996048292299647642e+00,6.061129873153389802e+00,4.056552899632969722e-01
5.368047157217356258e+00,8.502716112190096709e+00,9.525535801735321328e+00,5.422871487497832987e+00,-1.329773164283080567e+00,5.307520465948540433e+00
5.309389232889701660e+00,8.337693390636594870e+00,8.746544814537966062e+00,6.227998704373018946e+00,4.623257580023378832e-01,6.388750343848861313e+00
1.195242274549447536e+00,3.941481539952244262e+00,1.390735889877419806e+00,5.470201406193284654e-01,-1.276167659416594713e+00,2.433716919127059786e+00
1.264046091655086856e+00,8.194139189206977036e+00,-8.624166116801610826e+00,-8.506525068987896177e+00,-1.023585059279741749e+01,8.053146497387325908e+00
5.314821111117754349e+00,7.686472206700080356e+00,9.817395454255780862e+00,5.645773527707735440e+00,-5.250070551942487285e-01,5.026242933711472460e+00
-1.750675581938682335e+00,8.698642015255776627e+00,9.364137071840328730e+00,-2.968875887743857245e+00,5.753261248837282515e+00,5.074065134713469094e-01
8.957968421522487512e-01,4.650882795724191610e+00,1.130899778653255527e+00,1.247022652908173379e+00,-1.312561635809309513e+00,3.172470786232477025e+00
6.051038193791884900e+00,5.862919056642923010e+00,8.422342378709211985e+00,6.714018728312265871e+00,7.113908173286307424e-01,5.599998572338998670e+00
4.800899443917605147e+00,7.991531228042276780e+00,9.582509555221342623e+00,5.638502984610207491e+00,-5.729240845174208285e-01,5.524400123259893824e+00
2.290684879093373150e-01,3.952173418625198664e+00,1.715257609728252142e+00,8.333184428484434747e-01,-2.200555991949562085e+00,2.915411548215917747e+00
5.724527898212983246e+00,8.043137230050231068e+00,1.010258665283762447e+01,6.687223592370347802e+00,-1.100135634670790896e+00,5.666719040382856676e+00
1.063782655719396564e+00,3.674169325787504992e+00,2.219924252434650747e+00,5.538823274257242968e-02,-2.730471588276089712e+00,3.333121398693308368e+00
1.194877640756896398e+00,8.376755774484580641e+00,-7.743729131565471491e+00,-8.187086993357789666e+00,-8.825954891802059166e+00,6.444035132352385453e+00
-2.497206176828436597e+00,8.636780185629138629e+00,8.834608854557096436e+00,-3.919715046964138416e+00,6.057264028164821568e+00,-1.650762747987780665e-01
7.925718336734359770e-01,7.922754379457588314e+00,-6.855607711468269194e+00,-8.046738127891657655e+00,-1.059364740694240048e+01,7.094306534495111727e+00
6.409286540920743569e+00,7.471432128280035556e+00,8.032766201949376850e+00,6.057667019695430533e+00,-2.070386903778146603e+00,6.667107229326371787e+00
2.184248761333747790e+00,1.006640691254663977e+01,-9.432274812609350079e+00,-7.896959949868122663e+00,-8.951377191276671752e+00,7.043579074100015269e+00
1.327111160749493424e+00,8.888761573740541877e+00,-7.823069384129169634e+00,-8.049303089069258732e+00,-8.948477441813940558e+00,5.735275793661013033e+00
